datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
07-01-2026 10:10,26159.15,0.10591,0.11189,0.09886,0.10243708156199172,0.10290759463323904,0.10433602776084923,0.10588,0.10235646136358328,0.1002135362433799,0.09746,0.09524,0.09264,0.09117,0.08945,0.1848328354701006,0.17867092439949173,0.17292,0.16683,0.16079751559277355,0.15501,0.14937,0.14421,0.13893,0.1335,0.12947,0.12462,0.11843,0.11309
07-01-2026 10:15,26183.8,0.12049,0.09722,0.11136,0.09406,0.09202,0.09271447833011891,0.09326,0.08786,0.08838,0.0877003206364642,0.08657667863690052,0.08527,0.08415,0.0850893294951812,0.18267,0.17854525788473072,0.17425,0.16842,0.16269,0.15663,0.15173,0.14572,0.14048,0.13536,0.13028,0.12548,0.12019,0.115
07-01-2026 10:20,26169.15,0.13492,0.11376,0.12267,0.11138114561963244,0.10785,0.10291576138578806,0.09695,0.09399,0.09285,0.09072487923974555,0.08918,0.08778,0.08646,0.08546,0.18381,0.17694,0.1723945514017633,0.1675,0.16154452488461735,0.15603786615045961,0.15024,0.14514466107191215,0.13994,0.13449,0.12949,0.12431,0.11901,0.11379
07-01-2026 10:25,26152.25,0.14819,0.11685,0.1055,0.10144,0.09464911013054225,0.09327437189757552,0.09325,0.09388,0.0911,0.08993576355472054,0.08801,0.08672,0.0857,0.08459,0.18279,0.1759,0.17077059075795906,0.16541702667447403,0.16026,0.15459,0.14949,0.14378,0.13834,0.13291,0.12889,0.1234,0.11784,0.11258
07-01-2026 10:30,26130.45,0.14045,0.13392,0.12199,0.1158521870097954,0.11049027864820772,0.10631,0.10164,0.09839,0.0959544211506571,0.09407,0.09185760183254191,0.0900101247640802,0.0883,0.08712,0.18145,0.17666,0.17139,0.16528,0.15951883859781407,0.15318,0.14805,0.14233,0.13686,0.1314,0.12709,0.1217,0.11602,0.11173495475494122
07-01-2026 10:35,26133.05,0.13848,0.13213,0.12247397649865001,0.11484590170534026,0.109,0.10357,0.10375,0.09754,0.09843,0.09513767473390772,0.09299,0.09123160568743502,0.08935,0.08769,0.18189667302937546,0.17607,0.17133,0.16478,0.15932165128286424,0.15317,0.1486,0.14253020556256718,0.13675,0.13159,0.12694,0.12169,0.11635112070852976,0.11086
07-01-2026 10:40,26144.05,0.13207414382075883,0.1239,0.11658039541485644,0.11069,0.10629806488537162,0.10253,0.09978489762921765,0.09761,0.09496,0.09273552451266355,0.09067,0.08891840701806376,0.08738,0.08609,0.18288,0.17733528948608093,0.17204,0.1655,0.15977,0.15409,0.14898,0.14327,0.13781,0.13264,0.12761,0.12223958863926287,0.11697,0.11209213853925683
07-01-2026 10:45,26141.15,0.12448,0.12027685698978743,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.09480065614824765,0.09195,0.09043,0.08885,0.08722873245717783,0.08575,0.18131,0.1766,0.17095697628725318,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.1121589346947234
07-01-2026 10:50,26146.85,0.15441,0.12166,0.12264,0.12576,0.11054094820019897,0.10062,0.10355432168067107,0.10421,0.10121,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.1765955226385987,0.17128,0.1657,0.159990091171727,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127
07-01-2026 10:55,26168.55,0.11618,0.09908,0.10582,0.10208937639213797,0.10027,0.09883,0.09819,0.09465,0.09529,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.15571734754335567,0.1501,0.14478,0.13937,0.13411,0.12903,0.12353394536683385,0.11815,0.11277
07-01-2026 11:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.10367,0.0996,0.09689,0.09419,0.09188,0.088317832278328,0.18281,0.17727,0.17264,0.16635,0.1609299214632053,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204
07-01-2026 11:05,26182.1,0.08899487347528784,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.09502915644604971,0.0919,0.0899806525560684,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.15647873388223738,0.15102,0.14572,0.14036769971968668,0.13508,0.12987295910199576,0.12479,0.11928,0.11373
07-01-2026 11:10,26166.7,0.10994750822757303,0.10165,0.12041,0.11278658429778148,0.10432,0.10238191232765864,0.09653,0.09485778408779429,0.09205,0.08991,0.08867,0.08688418037623925,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.14989637206179995,0.14469,0.13988,0.13401,0.12902909141381616,0.1239,0.11804,0.11274
07-01-2026 11:15,26148.15,0.15103,0.12068,0.1181734928331832,0.11697,0.10479,0.10114,0.10383,0.10015,0.09801,0.09552551307868548,0.09307,0.09125447727439705,0.08902,0.08724,0.18212,0.17646,0.17108320924368398,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.1274621797725462,0.12244,0.11685,0.11124
07-01-2026 11:20,26148.9,0.13325,0.12948188533438185,0.13221,0.10563,0.10438,0.10038807830782588,0.09484,0.09535,0.09244014563765744,0.0912,0.08892,0.08742,0.0862,0.08517,0.18186555519640085,0.17612,0.17222,0.16569,0.16007809497495318,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.12220566997583034,0.11682,0.11139
07-01-2026 11:25,26140.4,0.14019,0.13836731087130633,0.13724,0.11602,0.10911,0.10543083638719909,0.10085714890492736,0.09746933421440132,0.09524399886945369,0.09357,0.09156367989053618,0.08967,0.08807,0.08663,0.1810520302696225,0.17534,0.17146,0.16493,0.15901,0.15337,0.14814644186708542,0.14296,0.13721,0.13166,0.1266396930703308,0.12146,0.1159,0.11031
07-01-2026 11:30,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.10338,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.15429515429513602,0.14871627460052123,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071
07-01-2026 11:35,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09382,0.09112,0.08876,0.08773397831707692,0.08612,0.08473,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.12250239617983882,0.11739,0.11192
07-01-2026 11:40,26147.1,0.12937735274441747,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.10028991972704769,0.09677,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.17109802931172188,0.16608,0.15948,0.15385,0.14842,0.14310613126697552,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076
07-01-2026 11:45,26136.15,0.15533,0.13021,0.12347,0.11394738141964443,0.10992609444519125,0.10719,0.10479,0.09917,0.09782,0.09505,0.09244,0.09021,0.08868023246398415,0.08711,0.18118,0.17565,0.1703774981649447,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.11582724148908957,0.11045
07-01-2026 11:50,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.10108615199177222,0.09573,0.09332,0.09232,0.08996,0.08826,0.08661,0.08588125466300033,0.08458,0.18163,0.17566,0.17027299469023058,0.16488,0.15896,0.15312,0.1477,0.14256,0.137139787407729,0.13173,0.127,0.12127,0.11611,0.11082
07-01-2026 11:55,26126.7,0.15561538395785918,0.13681,0.12325622988342373,0.11165,0.11006,0.10405,0.10053,0.0968,0.09586,0.09281694046549246,0.09077,0.0891492835628567,0.08749,0.08637,0.18119,0.17565982651307727,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11042
07-01-2026 12:00,26121.55,0.16447,0.14018,0.12062,0.11229909474856413,0.10672777015034007,0.10525,0.10099,0.09795,0.09557,0.09277,0.09077,0.08877,0.0875278211282224,0.08587,0.18089,0.17468,0.17036,0.16382,0.15788,0.15234942877022273,0.14659,0.14121313090228477,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002
07-01-2026 12:05,26110.95,0.17059,0.1453378375958216,0.12592,0.11854,0.11393,0.10904,0.10471,0.10031071653352593,0.09754996297976888,0.09505,0.09261,0.09098086085542723,0.08930899054695099,0.08731,0.18024,0.17388,0.16946,0.16361,0.15776351757741747,0.15206798849030814,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954
07-01-2026 12:10,26110.45,0.1689810516172224,0.14699,0.12624,0.12268,0.11389496985159545,0.10926,0.10682,0.10029,0.10023,0.09643,0.09378,0.09151,0.08936,0.0895308527727737,0.18051,0.17387,0.16843450485284583,0.16336,0.15632,0.15152,0.14588,0.14087,0.13554,0.13007,0.12538,0.11999,0.11469,0.10926
07-01-2026 12:15,26107.4,0.1726,0.14731586213188133,0.1281,0.11917965470666364,0.1124331170130826,0.11083,0.10355,0.10125,0.09722,0.09467,0.09205,0.09009,0.08853,0.08725,0.18033,0.17372,0.16902,0.16318,0.15679,0.1513881975795717,0.14568,0.14051,0.1352,0.13013,0.1254,0.11967,0.11500619561257634,0.11019962472767039
07-01-2026 12:20,26103.3,0.14749,0.15113,0.12846,0.12228,0.11176,0.1131,0.10716,0.10184,0.09835,0.09590815275446446,0.09375,0.09145,0.08962,0.0882,0.18064,0.17369,0.1682899937119221,0.16293,0.15675,0.15088,0.14577779072087946,0.14057,0.13537,0.12972,0.12512,0.1199,0.115,0.11048596903926389
07-01-2026 12:25,26106.55,0.14529,0.13464735510576298,0.12654,0.11526,0.11023,0.10932,0.10306,0.09924,0.09688,0.09433,0.09216,0.09031484413174662,0.08851,0.08719,0.18086,0.17367,0.16924,0.16338,0.15697,0.15111,0.1460976012669002,0.1408,0.13569978805997887,0.13066697744663375,0.12583,0.12057,0.11544,0.11046
07-01-2026 12:30,26108.85,0.13862762930237732,0.13189,0.12764,0.12135,0.11389,0.1097,0.1052,0.10143,0.09905,0.09602,0.09375,0.0915053183843325,0.08962,0.0881,0.17938571916989943,0.17382,0.1680540273891979,0.16243545976359935,0.15713,0.15127,0.14704,0.1412026283264082,0.1359267901865601,0.13053,0.12554,0.12044,0.11535,0.11008
07-01-2026 12:35,26106.25,0.13895,0.12870524548558748,0.12125577946413164,0.11553,0.11035,0.10842,0.10552,0.10146,0.09871,0.09611,0.09355,0.09112459660516702,0.08912,0.08835919870212261,0.17976,0.17473,0.169,0.16316,0.15719,0.15237,0.14602,0.14097,0.13531,0.13035,0.12571,0.12036,0.11516,0.11064866750648619
07-01-2026 12:40,26103.5,0.11991,0.11696,0.11289,0.10667,0.10291,0.09959672516589158,0.09545,0.09235,0.0917,0.08965,0.08826,0.08653,0.0853,0.08439,0.1796,0.17457,0.16884,0.16299,0.15724,0.15153,0.14638,0.14079,0.13557,0.13083,0.12552,0.12089,0.11587,0.11142790627660999
07-01-2026 12:45,26084.3,0.13611,0.13107,0.1253,0.11451,0.11253,0.10675,0.10228434613071835,0.0982,0.09613,0.09317,0.09116,0.08921,0.08769379353819641,0.08642,0.17747091798615644,0.17193,0.16656347707981836,0.16086,0.156,0.15028,0.14511,0.1395,0.13425,0.12896,0.12449,0.11932851165849806,0.11439335412560604,0.10937
07-01-2026 12:50,26084.8,0.13576,0.13076,0.12502,0.11425,0.11181,0.10873,0.10386,0.09994,0.09747,0.09457,0.09258,0.09052068211602478,0.08887,0.08759,0.17985,0.17281,0.16768,0.16159,0.15605,0.15118,0.14514918873340485,0.13954,0.13415,0.12917692572425202,0.1243,0.1192,0.11391,0.1092435052366941
07-01-2026 12:55,26089.25,0.1316445347598232,0.1273675985747075,0.12235,0.1206,0.11469,0.10908,0.10466,0.10084,0.0984,0.0947,0.09279,0.09043,0.08873,0.08741,0.1789240068379195,0.1733310799711083,0.16774,0.16189,0.15657,0.15117,0.14577,0.13937,0.13418,0.1288,0.12429,0.11934,0.11381,0.10934858450099458
07-01-2026 13:00,26099.15,0.13774,0.12918190524683426,0.12114,0.11955,0.11469,0.10982,0.10508495780752075,0.10038,0.09815,0.09453,0.09202,0.09013,0.0883,0.087,0.17939,0.17435,0.16856449503597182,0.16276,0.15729,0.1513,0.14585499735279134,0.14022,0.13487375234884175,0.12951,0.12442,0.11914,0.1141,0.10896
07-01-2026 13:05,26103.3,0.12242392331985125,0.11724,0.11794019663945979,0.11697,0.11188,0.10731,0.1025,0.09934,0.09665,0.09357590918490934,0.09115,0.08926,0.0873,0.08606,0.17966,0.17415537839978792,0.16866,0.16285,0.15729,0.15201,0.14642,0.14034,0.13517,0.12984371081062474,0.12461,0.11956,0.11452,0.10938
07-01-2026 13:10,26105.85,0.13259,0.11512,0.11753302436220119,0.11921,0.10758,0.10426,0.10056,0.09768129299178069,0.09497,0.09178,0.08993,0.08809,0.08671306481917251,0.08572,0.1789,0.17454,0.16883,0.16274,0.15661,0.15176,0.14600058940515076,0.14036,0.13536,0.1302464137316866,0.12528,0.11997,0.11473,0.10925
07-01-2026 13:15,26097.2,0.13545,0.12209,0.11944867526116604,0.1157214663413309,0.11389,0.10821334983999403,0.10413776514570641,0.10025,0.09667,0.09342,0.0919,0.08937,0.08779726549749134,0.08674,0.17932,0.17401,0.16878,0.16261,0.15718,0.1512,0.14514,0.14012,0.1349645525772503,0.1298,0.1249,0.11945,0.11408,0.10916
07-01-2026 13:20,26097.45,0.13528,0.12192,0.12229,0.11051,0.10726,0.10272,0.09787,0.09553,0.0935,0.09048,0.08899,0.0875222103060216,0.08593,0.08506,0.17786,0.17271,0.1675433020504502,0.16248,0.15609,0.15123,0.14535,0.14015594753270968,0.1348,0.12982,0.12454101065426652,0.11943145861110083,0.11435311284788954,0.10935
07-01-2026 13:25,26076.35,0.13635,0.13632,0.13447,0.11507,0.11124,0.10481,0.10174,0.09783,0.09578,0.09306,0.09102,0.09126037393533053,0.09044505826625825,0.08976632906629935,0.17677,0.17141,0.16651,0.16114,0.15550149226566462,0.14992,0.14396,0.13872,0.13333678137474658,0.1280696915054574,0.12294,0.11771,0.11287,0.10859047208345139
07-01-2026 13:30,26070.0,0.14088,0.13883340996307245,0.13783,0.11987,0.11361,0.1095406827235693,0.10439443179326811,0.10029,0.09795,0.09434,0.09254,0.09022,0.08856,0.08831641444209026,0.17822,0.17166,0.1663206088847572,0.16075,0.15539,0.14993,0.14414525185429067,0.13846,0.13315570121110887,0.12764,0.12272,0.11750641851963597,0.11258,0.1072
07-01-2026 13:35,26074.55,0.17042908061521325,0.1492215641552787,0.13547,0.12112,0.1144,0.11189,0.10505,0.10046,0.09766,0.09457,0.09234,0.09017,0.0882,0.08695,0.17852,0.17260061853161832,0.16691,0.16108,0.15550120204767479,0.14991337363762078,0.14467,0.13862,0.1328,0.1281,0.12259,0.11738,0.11229,0.10732434864751572
07-01-2026 13:40,26074.2,0.13798,0.13149,0.13567,0.12103,0.11374,0.11021480413070504,0.104,0.10033,0.09781,0.09458952160857013,0.09207,0.09026,0.08842,0.08693,0.17851,0.17132,0.16666,0.16104,0.15485,0.14969795842325012,0.14464,0.13877,0.13308,0.12729,0.12293,0.11799,0.11254828947223308,0.10731
07-01-2026 13:45,26072.8,0.14390577315681785,0.1375,0.1307996231655683,0.12452,0.11755,0.1126,0.10713,0.10257,0.10008,0.09637,0.09394,0.09167,0.08976,0.08827,0.17844,0.1724372562960101,0.16658,0.16074,0.15499322381489056,0.14982,0.14267,0.13852,0.13281907360743833,0.1272,0.12272,0.11748,0.11227,0.10712
07-01-2026 13:50,26083.4,0.1311,0.13079,0.13071,0.11458,0.1109,0.10573,0.09955,0.09775,0.09571,0.09249,0.09049,0.08864,0.08724,0.086,0.17858554346455272,0.17269993431493236,0.16703,0.16126231360447943,0.15547,0.15029,0.14357,0.13909,0.13359,0.12796,0.1235,0.11838,0.11309,0.10797
07-01-2026 13:55,26079.6,0.13406,0.13345472562377622,0.13283,0.12454,0.11271,0.11314,0.10700000631171573,0.10267,0.09951,0.09595,0.09371,0.09128,0.08929318312923014,0.0879,0.17644,0.17088,0.1663,0.16097,0.15524,0.14995,0.14427788242338477,0.13868,0.13319,0.1277,0.12323,0.11758,0.11262,0.10823418358103025
07-01-2026 14:00,26088.65,0.12683,0.12726,0.12031004088432487,0.11522742299814953,0.10839,0.10736,0.10616,0.10137852796414797,0.09891,0.09497,0.09280049824937614,0.09048,0.08855,0.08723,0.17768164237958534,0.17217620726770172,0.16664,0.16202,0.15453,0.15055,0.14487,0.13898,0.13368,0.12808,0.12366,0.11826,0.11304,0.10766
07-01-2026 14:05,26096.3,0.11994,0.12171,0.11491,0.11938,0.10453,0.10799,0.10284,0.09928516473990566,0.09620645618141764,0.09296,0.09098,0.08867451334263786,0.0871,0.08586,0.17797,0.17139,0.16710996796487115,0.16253,0.15632416128813068,0.15048,0.14521809791764043,0.13967,0.13406,0.1293,0.1241,0.11873,0.11363,0.10818
07-01-2026 14:10,26100.95,0.11527,0.11807,0.11166,0.11718,0.11077,0.10686,0.10024,0.09667,0.09492,0.09140632997401414,0.0893574811689561,0.08774,0.08613327931484012,0.08509,0.1771724013911995,0.17169,0.1671730252870667,0.16284,0.15557,0.15079,0.1446,0.14033,0.13485,0.12968812346039302,0.12445,0.11951,0.11389,0.10872
07-01-2026 14:15,26097.3,0.1252338801064259,0.12055,0.11426,0.11114,0.10677355630037975,0.10373,0.09785,0.09599625408180183,0.09355,0.09092,0.08915926868085877,0.08749,0.08602,0.08474,0.17776,0.17148,0.16773,0.16193,0.15535,0.15096,0.14437,0.13993,0.13446,0.12926,0.12455,0.11925,0.11381,0.10886
07-01-2026 14:20,26090.7,0.12516,0.12549,0.11905890754878122,0.11458,0.10805,0.10504624583803368,0.10217,0.09626,0.09463,0.09177,0.08988,0.0878479643304845,0.08632,0.0852,0.17654083195104733,0.17108,0.16806,0.16129,0.15707,0.15093,0.14504,0.1395654595362093,0.13371,0.12826,0.12397,0.11856,0.11323,0.10826
07-01-2026 14:25,26090.45,0.1254,0.12569,0.1192197215849696,0.11309,0.11201,0.10650431950991554,0.10202,0.0992485981593718,0.09695,0.09333,0.09125,0.08911315092721098,0.08744,0.08588,0.17707,0.1725250883646791,0.16806,0.16128,0.15769,0.14994,0.14486,0.14014,0.134,0.12826,0.12384,0.11834,0.11312,0.10767
07-01-2026 14:30,26098.65,0.11775,0.11727519525564871,0.11338,0.11283,0.108,0.10375,0.0957,0.09374,0.09245,0.08931,0.08759,0.08627237976030883,0.08508,0.08388,0.17759,0.1716,0.16859,0.16182,0.15844,0.15109,0.14578,0.14087,0.13488,0.12884,0.12388293988166116,0.11906,0.11385,0.11018402272505999
07-01-2026 14:35,26088.15,0.12742,0.12736,0.12038,0.12188,0.1129,0.10654,0.10546,0.10076,0.09843,0.09465,0.09268,0.09026,0.0892277955928496,0.088209058170832,0.17696,0.17096,0.16668669772980518,0.16169736366327137,0.15715,0.15041,0.14545443977979364,0.14,0.13416,0.1290212679213771,0.12393,0.11829,0.11314870466349194,0.10792
07-01-2026 14:40,26097.55,0.11889,0.12046,0.12078543267272286,0.12266,0.10834,0.11052,0.10398,0.10004,0.0976,0.09418,0.09176324748626809,0.09003,0.08824,0.0868,0.17802968130307753,0.17267,0.16855,0.1631419559934125,0.15778,0.15104,0.14536,0.14082,0.13497,0.12892,0.12414,0.11889,0.11311,0.1083523947266081
07-01-2026 14:45,26107.25,0.12396,0.11763,0.1223,0.1067,0.10319,0.10394,0.09526,0.09287,0.09155,0.08889,0.08749,0.08584,0.08476,0.0837,0.17860230204142633,0.17329,0.16885055639826008,0.16401,0.1579701372207945,0.15169,0.14639,0.1407507646110565,0.13506,0.12989,0.12485,0.11943364545760586,0.11414,0.10918
07-01-2026 14:50,26098.4,0.13162,0.13675,0.12915,0.12292,0.11777611241297015,0.11258,0.10664,0.1023,0.0996,0.09579,0.09332,0.09112,0.09038191175086535,0.08959021135527069,0.17642,0.17286419115340973,0.16839,0.16346,0.15807,0.15112,0.14581,0.14057,0.1343,0.12831,0.1241,0.11837125245268773,0.1132,0.108
07-01-2026 14:55,26113.35,0.13149,0.12732,0.11988,0.1167,0.10902,0.10408,0.10127,0.0978753880670447,0.09552,0.09223,0.09015,0.08829876192501987,0.0865,0.08529,0.17946,0.1737,0.16935,0.1639847291161511,0.15885,0.15269102389235464,0.14645,0.14127,0.135517954086836,0.12937,0.12507,0.11986,0.11433,0.10908
07-01-2026 15:00,26123.1,0.12276,0.11978,0.11306,0.11132,0.10302,0.10129895202951258,0.09855,0.0946,0.09262978925184273,0.09028,0.08881,0.08709,0.08574575972902419,0.08446,0.17827,0.17433374798494866,0.16948,0.1653,0.15908,0.15355,0.1473,0.14211,0.13767,0.13048,0.12578,0.12037,0.11508,0.11120397090701534
07-01-2026 15:05,26133.7,0.11118,0.11022,0.11108928192611958,0.11163,0.10334,0.10225,0.09753,0.09433,0.09233166606014684,0.08993,0.08822,0.08652,0.08519835390932269,0.08421,0.17893,0.175,0.16966,0.16599,0.15901210592221618,0.15163,0.14746,0.14189343486851724,0.13677,0.13081,0.12618,0.12072,0.11529,0.10998
07-01-2026 15:10,26142.1,0.09884,0.11876,0.11059,0.11222,0.10533,0.10244,0.09801,0.09482,0.09307,0.0906,0.08896,0.08737,0.08575,0.08248731077173757,0.1796758278784303,0.17441,0.17031254671330565,0.16564,0.16034,0.15424,0.14887400006164372,0.14319391640396742,0.13766,0.13155,0.12641,0.12179,0.11633,0.11055
07-01-2026 15:15,26147.8,0.10654,0.11355,0.10582,0.09637,0.0961129342313686,0.09213,0.08989,0.086,0.08722,0.08611,0.08507,0.08366,0.08305,0.08238,0.17951,0.1759,0.17108,0.16531,0.16020121291692657,0.15482,0.14842,0.14365,0.13775,0.13182,0.12758,0.12182817512947874,0.11657,0.11233218423338576
07-01-2026 15:20,26138.3,0.11792,0.12203,0.1136,0.10598,0.0986,0.09832,0.09507,0.09199620428621927,0.09046,0.08884,0.08713,0.08594699765288075,0.08502,0.08402,0.18137,0.1742,0.17198,0.16521128884790676,0.1599,0.15239,0.14836,0.14335,0.13727,0.13102,0.12552,0.12142,0.11616,0.11054
